


Date	Local_time	Epoch_time	AcqTime_(s)	Line	Species	Flowmeter_(ml/min)	Encoder_counts	Diff_counts	Cond_(uS/cm)	Cond_Temp	Dust(#>1.0Mikrom)	pH450nm	pH586nm	pH589nm	Na410nm	SO4_disabled	Calcium_Counts	Peroxide_Counts	Ammonium_Counts	MQ/SPLE	NEW BAG	BREAK	LOG	
22/10/2019	10:07:52	1571710072.086752410	0.0	Blank	Blank	-1.8590E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0700E+2	5.9892E+4	2.6309E+4	2.4180E+4	3.4609E+4	NaN	2.6542E+4	4.6540E+3	7.9480E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:07:53	1571710073.086809630	1.0	Blank	Blank	-1.7391E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0800E+2	5.9985E+4	2.6722E+4	2.4207E+4	3.4127E+4	NaN	2.6722E+4	4.6010E+3	7.9030E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:07:54	1571710074.086866380	2.0	Blank	Blank	-1.9770E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0300E+2	6.0159E+4	2.6361E+4	2.4243E+4	3.4398E+4	NaN	2.6698E+4	4.7620E+3	7.8290E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:07:55	1571710075.086923600	3.0	Blank	Blank	-2.0827E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0800E+2	5.9659E+4	2.6623E+4	2.4106E+4	3.4320E+4	NaN	2.6835E+4	4.7140E+3	7.8520E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:07:56	1571710076.086980820	4.0	Blank	Blank	-1.5348E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0500E+2	5.9940E+4	2.6429E+4	2.3959E+4	3.4029E+4	NaN	2.6886E+4	4.6620E+3	7.8230E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:07:57	1571710077.087038040	5.0	Blank	Blank	-1.7216E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.7000E+1	5.9928E+4	2.6939E+4	2.3760E+4	3.4203E+4	NaN	2.6705E+4	4.7310E+3	7.8670E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:07:58	1571710078.087095260	6.0	Blank	Blank	-1.9071E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0800E+2	5.9885E+4	2.6399E+4	2.3559E+4	3.4375E+4	NaN	2.6599E+4	4.5710E+3	7.8580E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:07:59	1571710079.087152480	7.0	Blank	Blank	-1.6737E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0100E+2	6.0100E+4	2.6336E+4	2.4415E+4	3.4443E+4	NaN	2.6606E+4	4.7290E+3	7.8420E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:00	1571710080.087209700	8.0	Blank	Blank	-1.9110E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.5000E+1	5.9845E+4	2.6460E+4	2.3830E+4	3.4355E+4	NaN	2.6840E+4	4.7560E+3	7.9140E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:01	1571710081.087266920	9.0	Blank	Blank	-2.1131E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.3000E+1	5.9874E+4	2.6151E+4	2.4108E+4	3.4328E+4	NaN	2.6639E+4	4.7730E+3	7.8290E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:02	1571710082.087324140	10.0	Blank	Blank	-1.5435E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.6000E+1	6.0240E+4	2.6031E+4	2.3588E+4	3.4234E+4	NaN	2.6823E+4	4.6360E+3	7.9850E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:03	1571710083.087381360	11.0	Blank	Blank	-1.7040E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.5000E+1	6.0464E+4	2.6282E+4	2.3484E+4	3.4562E+4	NaN	2.6319E+4	4.7270E+3	7.7940E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:04	1571710084.087438580	12.0	Blank	Blank	-2.0149E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0400E+2	6.0281E+4	2.5787E+4	2.3030E+4	3.4367E+4	NaN	2.6935E+4	4.7400E+3	8.0550E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:05	1571710085.087495800	13.0	Blank	Blank	-1.6566E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.5000E+1	6.0396E+4	2.5568E+4	2.3602E+4	3.4346E+4	NaN	2.6502E+4	4.6690E+3	7.7900E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:06	1571710086.087553020	14.0	Blank	Blank	-1.8979E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.2000E+1	6.0179E+4	2.5317E+4	2.3303E+4	3.4199E+4	NaN	2.6732E+4	4.6490E+3	7.7730E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:07	1571710087.087610240	15.0	Blank	Blank	-1.9506E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0100E+2	6.0120E+4	2.5344E+4	2.3274E+4	3.4191E+4	NaN	2.6648E+4	4.7790E+3	7.8150E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:08	1571710088.086667540	16.0	Blank	Blank	-1.5771E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	7.4000E+1	6.0299E+4	2.5748E+4	2.2840E+4	3.4238E+4	NaN	2.6722E+4	4.7100E+3	8.0030E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:09	1571710089.086724280	17.0	Blank	Blank	-1.6741E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.9000E+1	6.0139E+4	2.5464E+4	2.3068E+4	3.4113E+4	NaN	2.6509E+4	4.8620E+3	7.8500E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:10	1571710090.086781500	18.0	Blank	Blank	-1.7173E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.6000E+1	5.9980E+4	2.5091E+4	2.2695E+4	3.4277E+4	NaN	2.6787E+4	4.7980E+3	7.9870E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:11	1571710091.086838720	19.0	Blank	Blank	-1.6382E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.1000E+1	6.0238E+4	2.5561E+4	2.3339E+4	3.4326E+4	NaN	2.6534E+4	4.8720E+3	7.8740E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:12	1571710092.086895940	20.0	Blank	Blank	-1.8820E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.9000E+1	5.9745E+4	2.5532E+4	2.3236E+4	3.4437E+4	NaN	2.6542E+4	4.6270E+3	7.9560E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:13	1571710093.086953160	21.0	Blank	Blank	-1.9524E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.5000E+1	5.9806E+4	2.5344E+4	2.3003E+4	3.4394E+4	NaN	2.6823E+4	4.7160E+3	7.7910E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:14	1571710094.087010380	22.0	Blank	Blank	-1.5416E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	6.6000E+1	6.0098E+4	2.5645E+4	2.3120E+4	3.4422E+4	NaN	2.6738E+4	4.7650E+3	7.8280E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:15	1571710095.087067600	23.0	Blank	Blank	-1.6380E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.4000E+1	5.9659E+4	2.5432E+4	2.2833E+4	3.4377E+4	NaN	2.6773E+4	4.8010E+3	7.8130E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:16	1571710096.087124820	24.0	Blank	Blank	-1.8152E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.7000E+1	5.9741E+4	2.5439E+4	2.2919E+4	3.4148E+4	NaN	2.6865E+4	4.8480E+3	7.8800E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:17	1571710097.087182040	25.0	Blank	Blank	-1.6236E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.4000E+1	5.9763E+4	2.5581E+4	2.3175E+4	3.4195E+4	NaN	2.6793E+4	4.6940E+3	7.8690E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:18	1571710098.087239260	26.0	Blank	Blank	-1.9041E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0000E+2	5.9664E+4	2.5457E+4	2.3297E+4	3.4027E+4	NaN	2.6604E+4	4.7320E+3	7.8060E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:19	1571710099.087296490	27.0	Blank	Blank	-1.9734E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.5000E+1	5.9682E+4	2.6038E+4	2.3349E+4	3.4156E+4	NaN	2.6758E+4	4.8470E+3	7.8030E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:20	1571710100.087353710	28.0	Blank	Blank	-1.5020E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.1000E+1	5.9894E+4	2.6139E+4	2.3504E+4	3.4385E+4	NaN	2.6800E+4	4.6440E+3	7.8820E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:21	1571710101.087410930	29.0	Blank	Blank	-1.7027E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0100E+2	5.9585E+4	2.5963E+4	2.3421E+4	3.3929E+4	NaN	2.6759E+4	4.7110E+3	8.0910E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:22	1571710102.087468150	30.0	Blank	Blank	-1.7516E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0400E+2	5.9558E+4	2.6139E+4	2.3749E+4	3.4037E+4	NaN	2.6699E+4	4.6840E+3	7.9030E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:23	1571710103.087525370	31.0	Blank	Blank	-1.6045E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.7000E+1	5.9865E+4	2.6171E+4	2.3739E+4	3.4404E+4	NaN	2.6491E+4	4.6800E+3	7.7220E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:24	1571710104.087582590	32.0	Blank	Blank	-1.9302E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.5000E+1	5.9467E+4	2.5852E+4	2.3688E+4	3.4193E+4	NaN	2.5627E+4	4.7440E+3	7.8210E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:25	1571710105.086639880	33.0	Blank	Blank	-1.9850E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.2500E+2	5.9766E+4	2.6533E+4	2.4008E+4	3.4291E+4	NaN	2.6682E+4	4.7610E+3	7.9440E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:26	1571710106.086697100	34.0	Blank	Blank	-1.5255E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0400E+2	5.9705E+4	2.6494E+4	2.4015E+4	3.4318E+4	NaN	2.6901E+4	4.7410E+3	7.9410E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:27	1571710107.086754320	35.0	Blank	Blank	-1.6971E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.1300E+2	5.9517E+4	2.6237E+4	2.3852E+4	3.4004E+4	NaN	2.6835E+4	4.6790E+3	7.8550E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:28	1571710108.086811070	36.0	Blank	Blank	-1.8962E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.5000E+1	5.9960E+4	2.6521E+4	2.4345E+4	3.4289E+4	NaN	2.6960E+4	4.7790E+3	7.8680E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:29	1571710109.086868290	37.0	Blank	Blank	-1.7372E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0500E+2	5.9757E+4	2.6537E+4	2.4291E+4	3.4416E+4	NaN	2.6697E+4	4.7070E+3	7.8410E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:30	1571710110.086925510	38.0	Blank	Blank	-1.9457E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0900E+2	5.9549E+4	2.6598E+4	2.4002E+4	3.4039E+4	NaN	2.6743E+4	4.7180E+3	7.8150E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:31	1571710111.086982730	39.0	Blank	Blank	-2.0101E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.4000E+1	5.9806E+4	2.6268E+4	2.3995E+4	3.4293E+4	NaN	2.6416E+4	4.7480E+3	7.8070E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:32	1571710112.087039950	40.0	Blank	Blank	-1.5417E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.7000E+1	5.9750E+4	2.6567E+4	2.4259E+4	3.4389E+4	NaN	2.6696E+4	4.7060E+3	7.7640E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:33	1571710113.087097170	41.0	Blank	Blank	-1.7043E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.3300E+2	5.9768E+4	2.6734E+4	2.4092E+4	3.4037E+4	NaN	2.6627E+4	4.6790E+3	7.7840E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:34	1571710114.087154390	42.0	Blank	Blank	-1.7196E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0500E+2	5.9770E+4	2.6813E+4	2.4336E+4	3.4508E+4	NaN	2.6922E+4	4.8800E+3	7.7640E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:35	1571710115.087211610	43.0	Blank	Blank	-1.8037E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.4000E+1	6.0032E+4	2.6576E+4	2.4237E+4	3.4394E+4	NaN	2.6793E+4	4.6690E+3	7.7630E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:36	1571710116.087268830	44.0	Blank	Blank	-1.9329E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0500E+2	5.9490E+4	2.6804E+4	2.4067E+4	3.4318E+4	NaN	2.6686E+4	4.6990E+3	7.8500E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:37	1571710117.087326050	45.0	Blank	Blank	-1.9779E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.6000E+1	6.0028E+4	2.6576E+4	2.4243E+4	3.4465E+4	NaN	2.6605E+4	4.7650E+3	7.7640E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:38	1571710118.087383270	46.0	Blank	Blank	-1.5770E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0000E+2	5.9847E+4	2.6727E+4	2.4329E+4	3.4299E+4	NaN	2.6622E+4	4.6450E+3	7.9820E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:39	1571710119.087440490	47.0	Blank	Blank	-1.7091E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.4000E+1	5.9461E+4	2.6802E+4	2.3997E+4	3.4246E+4	NaN	2.6791E+4	4.7330E+3	7.6610E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:40	1571710120.087497710	48.0	Blank	Blank	-1.6612E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.8000E+1	5.9983E+4	2.6761E+4	2.4332E+4	3.4385E+4	NaN	2.6738E+4	4.8270E+3	7.6610E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:41	1571710121.087554930	49.0	Blank	Blank	-1.8052E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0400E+2	5.9815E+4	2.6930E+4	2.4115E+4	3.4275E+4	NaN	2.6876E+4	4.7930E+3	7.9320E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:42	1571710122.087612150	50.0	Blank	Blank	-1.7417E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.1400E+2	5.9836E+4	2.6844E+4	2.3993E+4	3.4377E+4	NaN	2.6779E+4	4.7950E+3	7.8920E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:43	1571710123.086668970	51.0	Blank	Blank	-1.9722E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.1000E+2	5.9858E+4	2.6555E+4	2.4121E+4	3.4312E+4	NaN	2.6585E+4	4.8090E+3	7.9560E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:44	1571710124.086726190	52.0	Blank	Blank	-1.5866E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.6000E+1	5.9488E+4	2.6899E+4	2.4063E+4	3.4363E+4	NaN	2.6779E+4	4.6770E+3	7.7870E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:45	1571710125.086783410	53.0	Blank	Blank	-1.6967E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0600E+2	5.9768E+4	2.6616E+4	2.4268E+4	3.4164E+4	NaN	2.6618E+4	4.6970E+3	7.9290E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:46	1571710126.086840630	54.0	Blank	Blank	-1.7098E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0200E+2	5.9960E+4	2.6722E+4	2.4311E+4	3.4418E+4	NaN	2.6790E+4	4.6750E+3	7.8290E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:47	1571710127.086897850	55.0	Blank	Blank	-1.7517E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	6.2000E+1	5.9906E+4	2.6467E+4	2.4094E+4	3.4383E+4	NaN	2.6633E+4	4.6570E+3	7.6600E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:48	1571710128.086955070	56.0	Blank	Blank	-1.9053E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.2000E+1	5.9617E+4	2.6255E+4	2.3947E+4	3.4252E+4	NaN	2.6903E+4	4.6640E+3	7.7010E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:49	1571710129.087012290	57.0	Blank	Blank	-1.9486E+0	-3.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.4000E+1	5.9985E+4	2.7082E+4	2.4379E+4	3.4285E+4	NaN	2.6484E+4	4.8140E+3	7.8690E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:50	1571710130.087069510	58.0	Blank	Blank	-1.6383E+0	-4.0000E+0	1.0000E+0	7.1000E-1	2.5400E+1	7.1000E+1	5.9589E+4	2.6508E+4	2.4135E+4	3.4414E+4	NaN	2.6726E+4	4.8050E+3	7.9180E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:51	1571710131.087126730	59.0	Blank	Blank	-1.6553E+0	-4.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.9000E+1	5.9537E+4	2.6548E+4	2.3803E+4	3.4254E+4	NaN	2.6794E+4	4.8320E+3	7.9530E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:52	1571710132.087183950	60.0	Blank	Blank	-1.7022E+0	-4.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.6000E+1	5.9784E+4	2.7005E+4	2.4347E+4	3.4183E+4	NaN	2.6695E+4	4.7490E+3	7.8270E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:53	1571710133.087241170	61.0	Blank	Blank	-1.7786E+0	-4.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.9000E+1	5.9422E+4	2.6422E+4	2.3902E+4	3.4234E+4	NaN	2.6682E+4	4.7650E+3	7.8420E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:54	1571710134.087298390	62.0	Blank	Blank	-1.8476E+0	-4.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.1000E+1	5.9479E+4	2.6686E+4	2.4248E+4	3.4326E+4	NaN	2.6635E+4	4.7990E+3	7.9510E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:55	1571710135.087355610	63.0	Blank	Blank	-1.9126E+0	-4.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	7.9000E+1	5.9718E+4	2.6429E+4	2.4103E+4	3.4732E+4	NaN	2.6688E+4	4.7740E+3	7.7480E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:56	1571710136.087412830	64.0	Blank	Blank	-1.6908E+0	-4.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	7.6000E+1	5.9402E+4	2.6670E+4	2.3850E+4	3.4402E+4	NaN	2.6910E+4	4.7820E+3	7.7470E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:57	1571710137.087470050	65.0	Blank	Blank	-1.5935E+0	-4.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0400E+2	5.9483E+4	2.6562E+4	2.4081E+4	3.4252E+4	NaN	2.6887E+4	4.7120E+3	7.9730E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:58	1571710138.087527270	66.0	Blank	Blank	-1.6502E+0	-4.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	7.7000E+1	5.9872E+4	2.6526E+4	2.4210E+4	3.4263E+4	NaN	2.6494E+4	4.7340E+3	7.9330E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:08:59	1571710139.087584500	67.0	Blank	Blank	-1.7654E+0	-4.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.0000E+1	5.9359E+4	2.6225E+4	2.3889E+4	3.4201E+4	NaN	2.6850E+4	4.8290E+3	7.6380E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:09:00	1571710140.086641790	68.0	Blank	Blank	-1.6722E+0	-4.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.0000E+1	5.9531E+4	2.6510E+4	2.4074E+4	3.4133E+4	NaN	2.6563E+4	4.8850E+3	7.9010E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:09:01	1571710141.086699010	69.0	Blank	Blank	-1.9026E+0	-4.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.4000E+1	5.9650E+4	2.6548E+4	2.4255E+4	3.4389E+4	NaN	2.6872E+4	4.6750E+3	7.6520E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:09:02	1571710142.086756230	70.0	Blank	Blank	-1.7940E+0	-4.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	1.0100E+2	5.9594E+4	2.6146E+4	2.4065E+4	3.4025E+4	NaN	2.7100E+4	4.6860E+3	7.9020E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:09:03	1571710143.086812970	71.0	Blank	Blank	-1.6496E+0	-4.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	7.4000E+1	6.0062E+4	2.6060E+4	2.3812E+4	3.4340E+4	NaN	2.6897E+4	4.6610E+3	7.8800E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:09:04	1571710144.086870190	72.0	Blank	Blank	-1.6307E+0	-2.0000E+0	-2.0000E+0	7.1000E-1	2.5400E+1	9.1000E+1	6.0317E+4	2.6237E+4	2.3882E+4	3.4328E+4	NaN	2.6693E+4	4.8010E+3	7.7250E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:09:05	1571710145.086927410	73.0	Blank	Blank	-1.7723E+0	-2.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.6000E+1	6.0209E+4	2.5739E+4	2.3412E+4	3.4463E+4	NaN	2.6928E+4	4.8320E+3	7.8810E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:09:06	1571710146.086984630	74.0	Blank	Blank	-1.7556E+0	-2.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	9.8000E+1	6.0186E+4	2.5882E+4	2.3590E+4	3.4365E+4	NaN	2.6678E+4	4.6630E+3	7.5850E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:09:07	1571710147.087041850	75.0	Blank	Blank	-2.0017E+0	-2.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.3000E+1	6.0527E+4	2.5699E+4	2.3086E+4	3.4387E+4	NaN	2.6735E+4	4.7680E+3	7.8160E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:09:08	1571710148.087099070	76.0	Blank	Blank	-1.8228E+0	-2.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.6000E+1	6.0349E+4	2.5378E+4	2.2682E+4	3.4383E+4	NaN	2.6822E+4	4.6920E+3	7.8950E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
22/10/2019	10:09:09	1571710149.087156300	77.0	Blank	Blank	-1.6042E+0	-2.0000E+0	0.0000E+0	7.1000E-1	2.5400E+1	8.5000E+1	6.0561E+4	2.5317E+4	2.2942E+4	3.4209E+4	NaN	2.6750E+4	4.7960E+3	7.7300E+3	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
