#Core, Mnt_Brown
#Top bag, 224
#Bottom bag, 232
#Loading differential counts used, 14.2
#Counts per mm, 25.0
#Intervals in secs used for core loading:
#1696, 1734
#3330, 3377
#4938, 4993
#6550, 6607
#8015, 8068
#9587, 9640
#11244, 11292
#12563, 12613
#13150, 13207
#
Elapsed_time	Epoch_time	Total_length
3670	1571714126.09	2215.93
3671	1571714127.09	2216.57
3672	1571714128.09	2217.21
3673	1571714129.09	2217.85
3674	1571714130.09	2218.49
3675	1571714131.09	2219.13
3676	1571714132.09	2219.77
3677	1571714133.09	2220.41
3678	1571714134.09	2221.05
3679	1571714135.09	2221.69
3680	1571714136.09	2222.33
3681	1571714137.09	2222.97
3682	1571714138.09	2223.61
3683	1571714139.09	2224.25
3684	1571714140.09	2224.85
3685	1571714141.09	2225.49
3686	1571714142.09	2226.13
3687	1571714143.09	2226.77
3688	1571714144.09	2227.41
3689	1571714145.09	2228.05
3690	1571714146.09	2228.69
3691	1571714147.09	2229.33
3692	1571714148.09	2229.97
3693	1571714149.09	2230.61
3694	1571714150.09	2231.25
3695	1571714151.09	2231.89
3696	1571714152.09	2232.53
3697	1571714153.09	2233.17
3698	1571714154.09	2233.77
3699	1571714155.09	2234.41
3700	1571714156.09	2235.05
3701	1571714157.09	2235.69
3702	1571714158.09	2236.33
3703	1571714159.09	2236.97
3704	1571714160.09	2237.61
3705	1571714161.09	2238.25
3706	1571714162.09	2238.89
3707	1571714163.09	2239.53
3708	1571714164.09	2240.17
3709	1571714165.09	2240.77
3710	1571714166.09	2241.41
3711	1571714167.09	2242.05
3712	1571714168.09	2242.69
3713	1571714169.09	2243.33
3714	1571714170.09	2243.97
3715	1571714171.09	2244.57
3716	1571714172.09	2245.21
3717	1571714173.09	2245.85
3718	1571714174.09	2246.49
3719	1571714175.09	2247.13
3720	1571714176.09	2247.73
3721	1571714177.09	2248.37
3722	1571714178.09	2249.01
3723	1571714179.09	2249.65
3724	1571714180.09	2250.25
3725	1571714181.09	2250.89
3726	1571714182.09	2251.53
3727	1571714183.09	2252.17
3728	1571714184.09	2252.77
3729	1571714185.09	2253.41
3730	1571714186.09	2254.05
3731	1571714187.09	2254.69
3732	1571714188.09	2255.29
3733	1571714189.09	2255.93
3734	1571714190.09	2256.57
3735	1571714191.09	2257.21
3736	1571714192.09	2257.85
3737	1571714193.09	2258.49
3738	1571714194.09	2259.09
3739	1571714195.09	2259.73
3740	1571714196.09	2260.37
3741	1571714197.09	2261.01
3742	1571714198.09	2261.65
3743	1571714199.09	2262.29
3744	1571714200.09	2262.89
3745	1571714201.09	2263.53
3746	1571714202.09	2264.17
3747	1571714203.09	2264.81
3748	1571714204.09	2265.45
3749	1571714205.09	2266.09
3750	1571714206.09	2266.73
3751	1571714207.09	2267.37
3752	1571714208.09	2268.01
3753	1571714209.09	2268.65
3754	1571714210.09	2269.29
3755	1571714211.09	2269.89
3756	1571714212.09	2270.53
3757	1571714213.09	2271.17
3758	1571714214.09	2271.81
3759	1571714215.09	2272.45
3760	1571714216.09	2273.05
3761	1571714217.09	2273.69
3762	1571714218.09	2274.33
3763	1571714219.09	2274.97
3764	1571714220.09	2275.61
3765	1571714221.09	2276.25
3766	1571714222.09	2276.85
3767	1571714223.09	2277.49
3768	1571714224.09	2278.13
3769	1571714225.09	2278.77
3770	1571714226.09	2279.41
3771	1571714227.09	2280.05
3772	1571714228.09	2280.69
3773	1571714229.09	2281.33
3774	1571714230.09	2281.97
3775	1571714231.09	2282.61
3776	1571714232.09	2283.21
3777	1571714233.09	2283.85
3778	1571714234.09	2284.49
3779	1571714235.09	2285.13
3780	1571714236.09	2285.73
3781	1571714237.09	2286.37
3782	1571714238.09	2287.01
3783	1571714239.09	2287.65
3784	1571714240.09	2288.29
3785	1571714241.09	2288.93
3786	1571714242.09	2289.57
3787	1571714243.09	2290.17
3788	1571714244.09	2290.81
3789	1571714245.09	2291.45
3790	1571714246.09	2292.09
3791	1571714247.09	2292.69
3792	1571714248.09	2293.33
3793	1571714249.09	2293.97
3794	1571714250.09	2294.57
3795	1571714251.09	2295.21
3796	1571714252.09	2295.81
3797	1571714253.09	2296.45
3798	1571714254.09	2297.09
3799	1571714255.09	2297.73
3800	1571714256.09	2298.37
3801	1571714257.09	2298.97
3802	1571714258.09	2299.61
3803	1571714259.09	2300.25
3804	1571714260.09	2300.85
3805	1571714261.09	2301.49
3806	1571714262.09	2302.13
3807	1571714263.09	2302.73
3808	1571714264.09	2303.37
3809	1571714265.09	2304.01
3810	1571714266.09	2304.65
3811	1571714267.09	2305.25
3812	1571714268.09	2305.89
3813	1571714269.09	2306.53
3814	1571714270.09	2307.13
3815	1571714271.09	2307.77
3816	1571714272.09	2308.45
3817	1571714273.09	2309.05
3818	1571714274.09	2309.69
3819	1571714275.09	2310.29
3820	1571714276.09	2310.93
3821	1571714277.09	2311.57
3822	1571714278.09	2312.21
3823	1571714279.09	2312.85
3824	1571714280.09	2313.45
3825	1571714281.09	2314.09
3826	1571714282.09	2314.73
3827	1571714283.09	2315.37
3828	1571714284.09	2316.01
3829	1571714285.09	2316.65
3830	1571714286.09	2317.25
3831	1571714287.09	2317.89
3832	1571714288.09	2318.49
3833	1571714289.09	2319.13
3834	1571714290.09	2319.77
3835	1571714291.09	2320.41
3836	1571714292.09	2321.05
3837	1571714293.09	2321.65
3838	1571714294.09	2322.29
3839	1571714295.09	2322.93
3840	1571714296.09	2323.57
3841	1571714297.09	2324.17
3842	1571714298.09	2324.81
3843	1571714299.09	2325.41
3844	1571714300.09	2326.05
3845	1571714301.09	2326.69
3846	1571714302.09	2327.29
3847	1571714303.09	2327.93
3848	1571714304.09	2328.53
3849	1571714305.09	2329.17
3850	1571714306.09	2329.81
3851	1571714307.09	2330.45
3852	1571714308.09	2331.09
3853	1571714309.09	2331.69
3854	1571714310.09	2332.33
3855	1571714311.09	2332.97
3856	1571714312.09	2333.57
3857	1571714313.09	2334.21
3858	1571714314.09	2334.85
3859	1571714315.09	2335.45
3860	1571714316.09	2336.09
3861	1571714317.09	2336.69
3862	1571714318.09	2337.33
3863	1571714319.09	2337.97
3864	1571714320.09	2338.57
3865	1571714321.09	2339.21
3866	1571714322.09	2339.85
3867	1571714323.09	2340.45
3868	1571714324.09	2341.09
3869	1571714325.09	2341.69
3870	1571714326.09	2342.33
3871	1571714327.09	2342.93
3872	1571714328.09	2343.57
3873	1571714329.09	2344.21
3874	1571714330.09	2344.81
3875	1571714331.09	2345.45
3876	1571714332.09	2346.09
3877	1571714333.09	2346.73
3878	1571714334.09	2347.33
3879	1571714335.09	2347.97
3880	1571714336.09	2348.61
3881	1571714337.09	2349.21
3882	1571714338.09	2349.85
3883	1571714339.09	2350.49
3884	1571714340.09	2351.13
3885	1571714341.09	2351.73
3886	1571714342.09	2352.37
3887	1571714343.09	2353.01
3888	1571714344.09	2353.61
3889	1571714345.09	2354.25
3890	1571714346.09	2354.89
3891	1571714347.09	2355.53
3892	1571714348.09	2356.13
3893	1571714349.09	2356.77
3894	1571714350.09	2357.41
3895	1571714351.09	2358.05
3896	1571714352.09	2358.65
3897	1571714353.09	2359.29
3898	1571714354.09	2359.93
3899	1571714355.09	2360.57
3900	1571714356.09	2361.21
3901	1571714357.09	2361.81
3902	1571714358.09	2362.45
3903	1571714359.09	2363.09
3904	1571714360.09	2363.73
3905	1571714361.09	2364.33
3906	1571714362.09	2364.97
3907	1571714363.09	2365.61
3908	1571714364.09	2366.25
3909	1571714365.09	2366.85
3910	1571714366.09	2367.49
3911	1571714367.09	2368.13
3912	1571714368.09	2368.77
3913	1571714369.09	2369.37
3914	1571714370.09	2370.01
3915	1571714371.09	2370.65
3916	1571714372.09	2371.25
3917	1571714373.09	2371.89
3918	1571714374.09	2372.53
3919	1571714375.09	2373.17
3920	1571714376.09	2373.77
3921	1571714377.09	2374.41
3922	1571714378.09	2375.05
3923	1571714379.09	2375.69
3924	1571714380.09	2376.33
3925	1571714381.09	2376.93
3926	1571714382.09	2377.57
3927	1571714383.09	2378.17
3928	1571714384.09	2378.81
3929	1571714385.09	2379.41
3930	1571714386.09	2380.05
3931	1571714387.09	2380.69
3932	1571714388.09	2381.29
3933	1571714389.09	2381.93
3934	1571714390.09	2382.53
3935	1571714391.09	2383.17
3936	1571714392.09	2383.81
3937	1571714393.09	2384.41
3938	1571714394.09	2385.05
3939	1571714395.09	2385.69
3940	1571714396.09	2386.29
3941	1571714397.09	2386.93
3942	1571714398.09	2387.57
3943	1571714399.09	2388.17
3944	1571714400.09	2388.81
3945	1571714401.09	2389.41
3946	1571714402.09	2390.05
3947	1571714403.09	2390.65
3948	1571714404.09	2391.29
3949	1571714405.09	2391.93
3950	1571714406.09	2392.53
3951	1571714407.09	2393.17
3952	1571714408.09	2393.77
3953	1571714409.09	2394.41
3954	1571714410.09	2395.01
3955	1571714411.09	2395.69
3956	1571714412.09	2396.29
3957	1571714413.09	2396.93
3958	1571714414.09	2397.53
3959	1571714415.09	2398.17
3960	1571714416.09	2398.77
3961	1571714417.09	2399.41
3962	1571714418.09	2400.01
3963	1571714419.09	2400.65
3964	1571714420.09	2401.29
3965	1571714421.09	2401.89
3966	1571714422.09	2402.53
3967	1571714423.09	2403.13
3968	1571714424.09	2403.77
3969	1571714425.09	2404.37
3970	1571714426.09	2405.01
3971	1571714427.09	2405.61
3972	1571714428.09	2406.25
3973	1571714429.09	2406.85
3974	1571714430.09	2407.49
3975	1571714431.09	2408.13
3976	1571714432.09	2408.77
3977	1571714433.09	2409.37
3978	1571714434.09	2410.01
3979	1571714435.09	2410.65
3980	1571714436.09	2411.25
3981	1571714437.09	2411.85
3982	1571714438.09	2412.49
3983	1571714439.09	2413.13
3984	1571714440.09	2413.73
3985	1571714441.09	2414.37
3986	1571714442.09	2415.01
3987	1571714443.09	2415.61
3988	1571714444.09	2416.25
3989	1571714445.09	2416.85
3990	1571714446.09	2417.49
3991	1571714447.09	2418.13
3992	1571714448.09	2418.73
3993	1571714449.09	2419.37
3994	1571714450.09	2419.97
3995	1571714451.09	2420.61
3996	1571714452.09	2421.25
3997	1571714453.09	2421.85
3998	1571714454.09	2422.49
3999	1571714455.09	2423.13
4000	1571714456.09	2423.73
4001	1571714457.09	2424.37
4002	1571714458.09	2425.01
4003	1571714459.09	2425.61
4004	1571714460.09	2426.25
4005	1571714461.09	2426.85
4006	1571714462.09	2427.49
4007	1571714463.09	2428.09
4008	1571714464.09	2428.73
4009	1571714465.09	2429.37
4010	1571714466.09	2429.97
4011	1571714467.09	2430.61
4012	1571714468.09	2431.21
4013	1571714469.09	2431.85
4014	1571714470.09	2432.45
4015	1571714471.09	2433.09
4016	1571714472.09	2433.73
4017	1571714473.09	2434.33
4018	1571714474.09	2434.97
4019	1571714475.09	2435.57
4020	1571714476.09	2436.17
4021	1571714477.09	2436.81
4022	1571714478.09	2437.45
4023	1571714479.09	2438.05
4024	1571714480.09	2438.69
4025	1571714481.09	2439.29
4026	1571714482.09	2439.93
4027	1571714483.09	2440.53
4028	1571714484.09	2441.17
4029	1571714485.09	2441.77
4030	1571714486.09	2442.37
4031	1571714487.09	2443.01
4032	1571714488.09	2443.61
4033	1571714489.09	2444.25
4034	1571714490.09	2444.85
4035	1571714491.09	2445.49
4036	1571714492.09	2446.13
4037	1571714493.09	2446.73
4038	1571714494.09	2447.33
4039	1571714495.09	2447.97
4040	1571714496.09	2448.57
4041	1571714497.09	2449.21
4042	1571714498.09	2449.81
4043	1571714499.09	2450.45
4044	1571714500.09	2451.09
4045	1571714501.09	2451.69
4046	1571714502.09	2452.29
4047	1571714503.09	2452.93
4048	1571714504.09	2453.53
4049	1571714505.09	2454.17
4050	1571714506.09	2454.77
4051	1571714507.09	2455.41
4052	1571714508.09	2456.01
4053	1571714509.09	2456.65
4054	1571714510.09	2457.29
4055	1571714511.09	2457.89
4056	1571714512.09	2458.53
4057	1571714513.09	2459.13
4058	1571714514.09	2459.77
4059	1571714515.09	2460.41
4060	1571714516.09	2461.01
4061	1571714517.09	2461.65
4062	1571714518.09	2462.25
4063	1571714519.09	2462.89
4064	1571714520.09	2463.49
4065	1571714521.09	2464.13
4066	1571714522.09	2464.73
4067	1571714523.09	2465.37
4068	1571714524.09	2466.01
4069	1571714525.09	2466.61
4070	1571714526.09	2467.25
4071	1571714527.09	2467.89
4072	1571714528.09	2468.49
4073	1571714529.09	2469.09
4074	1571714530.09	2469.69
4075	1571714531.09	2470.33
4076	1571714532.09	2470.97
4077	1571714533.09	2471.57
4078	1571714534.09	2472.21
4079	1571714535.09	2472.85
4080	1571714536.09	2473.45
4081	1571714537.09	2474.09
4082	1571714538.09	2474.73
4083	1571714539.09	2475.37
4084	1571714540.09	2475.97
4085	1571714541.09	2476.61
4086	1571714542.09	2477.21
4087	1571714543.09	2477.85
4088	1571714544.09	2478.49
4089	1571714545.09	2479.09
4090	1571714546.09	2479.73
4091	1571714547.09	2480.33
4092	1571714548.09	2480.97
4093	1571714549.09	2481.57
4094	1571714550.09	2482.21
4095	1571714551.09	2482.81
4096	1571714552.09	2483.45
4097	1571714553.09	2484.05
4098	1571714554.09	2484.69
4099	1571714555.09	2485.33
4100	1571714556.09	2485.93
4101	1571714557.09	2486.57
4102	1571714558.09	2487.17
4103	1571714559.09	2487.77
4104	1571714560.09	2488.41
4105	1571714561.09	2489.01
4106	1571714562.09	2489.65
4107	1571714563.09	2490.25
4108	1571714564.09	2490.89
4109	1571714565.09	2491.49
4110	1571714566.09	2492.13
4111	1571714567.09	2492.73
4112	1571714568.09	2493.37
4113	1571714569.09	2493.97
4114	1571714570.09	2494.61
4115	1571714571.09	2495.21
4116	1571714572.09	2495.85
4117	1571714573.09	2496.45
4118	1571714574.09	2497.09
4119	1571714575.09	2497.69
4120	1571714576.09	2498.33
4121	1571714577.09	2498.93
4122	1571714578.09	2499.57
4123	1571714579.09	2500.17
4124	1571714580.09	2500.77
4125	1571714581.09	2501.41
4126	1571714582.09	2502.01
4127	1571714583.09	2502.61
4128	1571714584.09	2503.21
4129	1571714585.09	2503.85
4130	1571714586.09	2504.45
4131	1571714587.09	2505.05
4132	1571714588.09	2505.65
4133	1571714589.09	2506.25
4134	1571714590.09	2506.85
4135	1571714591.09	2507.49
4136	1571714592.09	2508.09
4137	1571714593.09	2508.69
4138	1571714594.09	2509.33
4139	1571714595.09	2509.93
4140	1571714596.09	2510.53
4141	1571714597.09	2511.13
4142	1571714598.09	2511.77
4143	1571714599.09	2512.37
4144	1571714600.09	2512.97
4145	1571714601.09	2513.57
4146	1571714602.09	2514.17
4147	1571714603.09	2514.81
4148	1571714604.09	2515.41
4149	1571714605.09	2516.01
4150	1571714606.09	2516.61
4151	1571714607.09	2517.21
4152	1571714608.09	2517.85
4153	1571714609.09	2518.45
4154	1571714610.09	2519.05
4155	1571714611.09	2519.65
4156	1571714612.09	2520.25
4157	1571714613.09	2520.85
4158	1571714614.09	2521.45
4159	1571714615.09	2522.09
4160	1571714616.09	2522.69
4161	1571714617.09	2523.29
4162	1571714618.09	2523.89
4163	1571714619.09	2524.49
4164	1571714620.09	2525.13
4165	1571714621.09	2525.73
4166	1571714622.09	2526.33
4167	1571714623.09	2526.93
4168	1571714624.09	2527.53
4169	1571714625.09	2528.17
4170	1571714626.09	2528.77
4171	1571714627.09	2529.37
4172	1571714628.09	2529.97
4173	1571714629.09	2530.57
4174	1571714630.09	2531.17
4175	1571714631.09	2531.77
4176	1571714632.09	2532.37
4177	1571714633.09	2532.97
4178	1571714634.09	2533.57
4179	1571714635.09	2534.17
4180	1571714636.09	2534.77
4181	1571714637.09	2535.37
4182	1571714638.09	2536.01
4183	1571714639.09	2536.61
4184	1571714640.09	2537.21
4185	1571714641.09	2537.81
4186	1571714642.09	2538.41
4187	1571714643.09	2539.01
4188	1571714644.09	2539.61
4189	1571714645.09	2540.21
4190	1571714646.09	2540.81
4191	1571714647.09	2541.41
4192	1571714648.09	2542.01
4193	1571714649.09	2542.61
4194	1571714650.09	2543.21
4195	1571714651.09	2543.81
4196	1571714652.09	2544.41
4197	1571714653.09	2545.01
4198	1571714654.09	2545.61
4199	1571714655.09	2546.21
4200	1571714656.09	2546.81
4201	1571714657.09	2547.41
4202	1571714658.09	2548.01
4203	1571714659.09	2548.61
4204	1571714660.09	2549.21
4205	1571714661.09	2549.81
4206	1571714662.09	2550.45
4207	1571714663.09	2551.05
4208	1571714664.09	2551.65
4209	1571714665.09	2552.25
4210	1571714666.09	2552.85
4211	1571714667.09	2553.45
4212	1571714668.09	2554.05
4213	1571714669.09	2554.65
4214	1571714670.09	2555.29
4215	1571714671.09	2555.89
4216	1571714672.09	2556.49
4217	1571714673.09	2557.09
4218	1571714674.09	2557.69
4219	1571714675.09	2558.29
4220	1571714676.09	2558.89
4221	1571714677.09	2559.49
4222	1571714678.09	2560.09
4223	1571714679.09	2560.73
4224	1571714680.09	2561.33
4225	1571714681.09	2561.93
4226	1571714682.09	2562.53
4227	1571714683.09	2563.13
4228	1571714684.09	2563.73
4229	1571714685.09	2564.33
4230	1571714686.09	2564.93
4231	1571714687.09	2565.53
4232	1571714688.09	2566.13
4233	1571714689.09	2566.73
4234	1571714690.09	2567.33
4235	1571714691.09	2567.93
4236	1571714692.09	2568.57
4237	1571714693.09	2569.17
4238	1571714694.09	2569.77
4239	1571714695.09	2570.37
4240	1571714696.09	2570.97
4241	1571714697.09	2571.57
4242	1571714698.09	2572.17
4243	1571714699.09	2572.77
4244	1571714700.09	2573.37
4245	1571714701.09	2573.97
4246	1571714702.09	2574.57
4247	1571714703.09	2575.17
4248	1571714704.09	2575.77
4249	1571714705.09	2576.37
4250	1571714706.09	2576.97
4251	1571714707.09	2577.57
4252	1571714708.09	2578.17
4253	1571714709.09	2578.73
4254	1571714710.09	2579.33
4255	1571714711.09	2579.93
4256	1571714712.09	2580.53
4257	1571714713.09	2581.17
4258	1571714714.09	2581.77
4259	1571714715.09	2582.37
4260	1571714716.09	2582.97
4261	1571714717.09	2583.57
4262	1571714718.09	2584.17
4263	1571714719.09	2584.77
4264	1571714720.09	2585.37
4265	1571714721.09	2585.97
4266	1571714722.09	2586.57
4267	1571714723.09	2587.17
4268	1571714724.09	2587.77
4269	1571714725.09	2588.37
4270	1571714726.09	2588.97
4271	1571714727.09	2589.57
4272	1571714728.09	2590.21
4273	1571714729.09	2590.81
4274	1571714730.09	2591.41
4275	1571714731.09	2592.01
4276	1571714732.09	2592.61
4277	1571714733.09	2593.21
4278	1571714734.09	2593.81
4279	1571714735.09	2594.41
4280	1571714736.09	2595.01
4281	1571714737.09	2595.61
4282	1571714738.09	2596.21
4283	1571714739.09	2596.81
4284	1571714740.09	2597.41
4285	1571714741.09	2598.01
4286	1571714742.09	2598.61
4287	1571714743.09	2599.21
4288	1571714744.09	2599.81
4289	1571714745.09	2600.41
4290	1571714746.09	2601.01
4291	1571714747.09	2601.65
4292	1571714748.09	2602.25
4293	1571714749.09	2602.85
4294	1571714750.09	2603.45
4295	1571714751.09	2604.05
4296	1571714752.09	2604.65
4297	1571714753.09	2605.25
4298	1571714754.09	2605.85
4299	1571714755.09	2606.45
4300	1571714756.09	2607.05
4301	1571714757.09	2607.65
4302	1571714758.09	2608.21
4303	1571714759.09	2608.81
4304	1571714760.09	2609.41
4305	1571714761.09	2610.01
4306	1571714762.09	2610.61
4307	1571714763.09	2611.21
4308	1571714764.09	2611.81
4309	1571714765.09	2612.41
4310	1571714766.09	2613.01
4311	1571714767.09	2613.61
4312	1571714768.09	2614.21
4313	1571714769.09	2614.81
4314	1571714770.09	2615.41
4315	1571714771.09	2616.01
4316	1571714772.09	2616.61
4317	1571714773.09	2617.21
4318	1571714774.09	2617.81
4319	1571714775.09	2618.41
4320	1571714776.09	2619.01
4321	1571714777.09	2619.61
4322	1571714778.09	2620.21
4323	1571714779.09	2620.81
4324	1571714780.09	2621.41
4325	1571714781.09	2622.01
4326	1571714782.09	2622.61
4327	1571714783.09	2623.21
4328	1571714784.09	2623.81
4329	1571714785.09	2624.37
4330	1571714786.09	2624.97
4331	1571714787.09	2625.57
4332	1571714788.09	2626.17
4333	1571714789.09	2626.73
4334	1571714790.09	2627.33
4335	1571714791.09	2627.93
4336	1571714792.09	2628.53
4337	1571714793.09	2629.13
4338	1571714794.09	2629.73
4339	1571714795.09	2630.33
4340	1571714796.09	2630.93
4341	1571714797.09	2631.53
4342	1571714798.09	2632.13
4343	1571714799.09	2632.73
4344	1571714800.09	2633.33
4345	1571714801.09	2633.89
4346	1571714802.09	2634.49
4347	1571714803.09	2635.09
4348	1571714804.09	2635.69
4349	1571714805.09	2636.29
4350	1571714806.09	2636.89
4351	1571714807.09	2637.49
4352	1571714808.09	2638.09
4353	1571714809.09	2638.69
4354	1571714810.09	2639.29
4355	1571714811.09	2639.89
4356	1571714812.09	2640.49
4357	1571714813.09	2641.09
4358	1571714814.09	2641.65
4359	1571714815.09	2642.25
4360	1571714816.09	2642.85
4361	1571714817.09	2643.45
4362	1571714818.09	2644.05
4363	1571714819.09	2644.65
4364	1571714820.09	2645.25
4365	1571714821.09	2645.85
4366	1571714822.09	2646.45
4367	1571714823.09	2647.05
4368	1571714824.09	2647.65
4369	1571714825.09	2648.25
4370	1571714826.09	2648.85
4371	1571714827.09	2649.41
4372	1571714828.09	2650.01
4373	1571714829.09	2650.61
4374	1571714830.09	2651.25
4375	1571714831.09	2651.85
4376	1571714832.09	2652.41
4377	1571714833.09	2653.01
4378	1571714834.09	2653.61
4379	1571714835.09	2654.21
4380	1571714836.09	2654.81
4381	1571714837.09	2655.41
4382	1571714838.09	2656.01
4383	1571714839.09	2656.61
4384	1571714840.09	2657.21
4385	1571714841.09	2657.81
4386	1571714842.09	2658.41
4387	1571714843.09	2659.01
4388	1571714844.09	2659.61
4389	1571714845.09	2660.21
4390	1571714846.09	2660.81
4391	1571714847.09	2661.41
4392	1571714848.09	2662.01
4393	1571714849.09	2662.57
4394	1571714850.09	2663.17
4395	1571714851.09	2663.77
4396	1571714852.09	2664.37
4397	1571714853.09	2664.97
4398	1571714854.09	2665.57
4399	1571714855.09	2666.17
4400	1571714856.09	2666.77
4401	1571714857.09	2667.37
4402	1571714858.09	2667.97
4403	1571714859.09	2668.57
4404	1571714860.09	2669.17
4405	1571714861.09	2669.73
4406	1571714862.09	2670.33
4407	1571714863.09	2670.93
4408	1571714864.09	2671.53
4409	1571714865.09	2672.13
4410	1571714866.09	2672.73
4411	1571714867.09	2673.33
4412	1571714868.09	2673.93
4413	1571714869.09	2674.53
4414	1571714870.09	2675.09
4415	1571714871.09	2675.69
4416	1571714872.09	2676.33
4417	1571714873.09	2676.89
4418	1571714874.09	2677.53
4419	1571714875.09	2678.13
4420	1571714876.09	2678.73
4421	1571714877.09	2679.33
4422	1571714878.09	2679.93
4423	1571714879.09	2680.53
4424	1571714880.09	2681.13
4425	1571714881.09	2681.73
4426	1571714882.09	2682.33
4427	1571714883.09	2682.93
4428	1571714884.09	2683.53
4429	1571714885.09	2684.13
4430	1571714886.09	2684.73
4431	1571714887.09	2685.33
4432	1571714888.09	2685.93
4433	1571714889.09	2686.53
4434	1571714890.09	2687.13
4435	1571714891.09	2687.73
4436	1571714892.09	2688.33
4437	1571714893.09	2688.93
4438	1571714894.09	2689.53
4439	1571714895.09	2690.17
4440	1571714896.09	2690.77
4441	1571714897.09	2691.37
4442	1571714898.09	2691.97
4443	1571714899.09	2692.57
4444	1571714900.09	2693.17
4445	1571714901.09	2693.77
4446	1571714902.09	2694.33
4447	1571714903.09	2694.93
4448	1571714904.09	2695.57
4449	1571714905.09	2696.17
4450	1571714906.09	2696.77
4451	1571714907.09	2697.37
4452	1571714908.09	2697.97
4453	1571714909.09	2698.57
4454	1571714910.09	2699.17
4455	1571714911.09	2699.77
4456	1571714912.09	2700.33
4457	1571714913.09	2700.93
4458	1571714914.09	2701.53
4459	1571714915.09	2702.13
4460	1571714916.09	2702.73
4461	1571714917.09	2703.33
4462	1571714918.09	2703.93
4463	1571714919.09	2704.53
4464	1571714920.09	2705.13
4465	1571714921.09	2705.73
4466	1571714922.09	2706.33
4467	1571714923.09	2706.89
4468	1571714924.09	2707.49
4469	1571714925.09	2708.09
4470	1571714926.09	2708.69
4471	1571714927.09	2709.29
4472	1571714928.09	2709.89
4473	1571714929.09	2710.49
4474	1571714930.09	2711.09
4475	1571714931.09	2711.73
4476	1571714932.09	2712.33
4477	1571714933.09	2712.93
4478	1571714934.09	2713.53
4479	1571714935.09	2714.13
4480	1571714936.09	2714.77
4481	1571714937.09	2715.37
4482	1571714938.09	2715.97
4483	1571714939.09	2716.61
4484	1571714940.09	2717.29
4485	1571714941.09	2718.01
4486	1571714942.09	2718.65
4487	1571714943.09	2719.25
4488	1571714944.09	2719.93
4489	1571714945.09	2720.65
4490	1571714946.09	2721.37
4491	1571714947.09	2722.01
4492	1571714948.09	2722.65
4493	1571714949.09	2723.13
4494	1571714950.09	2723.61
4495	1571714951.09	2724.09
4496	1571714952.09	2724.65
4497	1571714953.09	2725.21
4498	1571714954.09	2725.81
4499	1571714955.09	2726.45
4500	1571714956.09	2727.05
4501	1571714957.09	2727.65
4502	1571714958.09	2728.25
4503	1571714959.09	2728.85
4504	1571714960.09	2729.45
4505	1571714961.09	2730.05
4506	1571714962.09	2730.65
4507	1571714963.09	2731.25
4508	1571714964.09	2731.85
4509	1571714965.09	2732.45
4510	1571714966.09	2733.05
4511	1571714967.09	2733.65
4512	1571714968.09	2734.25
4513	1571714969.09	2734.85
4514	1571714970.09	2735.45
4515	1571714971.09	2736.05
4516	1571714972.09	2736.65
4517	1571714973.09	2737.25
4518	1571714974.09	2737.85
4519	1571714975.09	2738.49
4520	1571714976.09	2739.05
4521	1571714977.09	2739.69
4522	1571714978.09	2740.29
4523	1571714979.09	2740.89
4524	1571714980.09	2741.49
4525	1571714981.09	2742.09
4526	1571714982.09	2742.69
4527	1571714983.09	2743.29
4528	1571714984.09	2743.93
4529	1571714985.09	2744.53
4530	1571714986.09	2745.13
4531	1571714987.09	2745.73
4532	1571714988.09	2746.37
4533	1571714989.09	2746.97
4534	1571714990.09	2747.57
4535	1571714991.09	2748.17
4536	1571714992.09	2748.77
4537	1571714993.09	2749.37
4538	1571714994.09	2749.97
4539	1571714995.09	2750.61
4540	1571714996.09	2751.21
4541	1571714997.09	2751.81
4542	1571714998.09	2752.41
4543	1571714999.09	2753.01
4544	1571715000.09	2753.65
4545	1571715001.09	2754.25
4546	1571715002.09	2754.85
4547	1571715003.09	2755.45
4548	1571715004.09	2756.09
4549	1571715005.09	2756.69
4550	1571715006.09	2757.29
4551	1571715007.09	2757.89
4552	1571715008.09	2758.53
4553	1571715009.09	2759.13
4554	1571715010.09	2759.70
4555	1571715011.09	2760.27
4556	1571715012.09	2760.84
4557	1571715013.09	2761.41
4558	1571715014.09	2761.98
4559	1571715015.09	2762.55
4560	1571715016.09	2763.12
4561	1571715017.09	2763.69
4562	1571715018.09	2764.26
4563	1571715019.09	2764.83
4564	1571715020.09	2765.40
4565	1571715021.09	2765.97
4566	1571715022.09	2766.54
4567	1571715023.09	2767.11
4568	1571715024.09	2767.68
4569	1571715025.09	2768.25
4570	1571715026.09	2768.82
4571	1571715027.09	2769.39
4572	1571715028.09	2769.96
4573	1571715029.09	2770.53
4574	1571715030.09	2771.10
4575	1571715031.09	2771.67
4576	1571715032.09	2772.24
4577	1571715033.09	2772.81
4578	1571715034.09	2773.38
4579	1571715035.09	2773.95
4580	1571715036.09	2774.52
4581	1571715037.09	2775.09
4582	1571715038.09	2775.66
4583	1571715039.09	2776.23
4584	1571715040.09	2776.80
4585	1571715041.09	2777.37
4586	1571715042.09	2777.94
4587	1571715043.09	2778.51
4588	1571715044.09	2779.08
4589	1571715045.09	2779.65
4590	1571715046.09	2780.22
4591	1571715047.09	2780.79
