#Core, Mnt_Brown
#Top bag, 224
#Bottom bag, 232
#Loading differential counts used, 14.2
#Counts per mm, 25.0
#Intervals in secs used for core loading:
#1696, 1734
#3330, 3377
#4938, 4993
#6550, 6607
#8015, 8068
#9587, 9640
#11244, 11292
#12563, 12613
#13150, 13207
#
Elapsed_time	Epoch_time	Total_length
5879	1571716335.09	3593.52
5880	1571716336.09	3594.12
5881	1571716337.09	3594.76
5882	1571716338.09	3595.36
5883	1571716339.09	3595.96
5884	1571716340.09	3596.60
5885	1571716341.09	3597.20
5886	1571716342.09	3597.80
5887	1571716343.09	3598.44
5888	1571716344.09	3599.04
5889	1571716345.09	3599.68
5890	1571716346.09	3600.28
5891	1571716347.09	3600.88
5892	1571716348.09	3601.52
5893	1571716349.09	3602.16
5894	1571716350.09	3602.76
5895	1571716351.09	3603.36
5896	1571716352.09	3604.00
5897	1571716353.09	3604.64
5898	1571716354.09	3605.24
5899	1571716355.09	3605.88
5900	1571716356.09	3606.48
5901	1571716357.09	3607.12
5902	1571716358.09	3607.72
5903	1571716359.09	3608.36
5904	1571716360.09	3608.96
5905	1571716361.09	3609.60
5906	1571716362.09	3610.20
5907	1571716363.09	3610.84
5908	1571716364.09	3611.44
5909	1571716365.09	3612.08
5910	1571716366.09	3612.68
5911	1571716367.09	3613.32
5912	1571716368.09	3613.92
5913	1571716369.09	3614.56
5914	1571716370.09	3615.16
5915	1571716371.09	3615.76
5916	1571716372.09	3616.40
5917	1571716373.09	3617.00
5918	1571716374.09	3617.64
5919	1571716375.09	3618.24
5920	1571716376.09	3618.84
5921	1571716377.09	3619.48
5922	1571716378.09	3620.08
5923	1571716379.09	3620.68
5924	1571716380.09	3621.32
5925	1571716381.09	3621.92
5926	1571716382.09	3622.52
5927	1571716383.09	3623.12
5928	1571716384.09	3623.76
5929	1571716385.09	3624.36
5930	1571716386.09	3624.96
5931	1571716387.09	3625.56
5932	1571716388.09	3626.20
5933	1571716389.09	3626.80
5934	1571716390.09	3627.40
5935	1571716391.09	3628.00
5936	1571716392.09	3628.60
5937	1571716393.09	3629.20
5938	1571716394.09	3629.84
5939	1571716395.09	3630.44
5940	1571716396.09	3631.04
5941	1571716397.09	3631.64
5942	1571716398.09	3632.24
5943	1571716399.09	3632.88
5944	1571716400.09	3633.48
5945	1571716401.09	3634.08
5946	1571716402.09	3634.68
5947	1571716403.09	3635.28
5948	1571716404.09	3635.92
5949	1571716405.09	3636.52
5950	1571716406.09	3637.12
5951	1571716407.09	3637.72
5952	1571716408.09	3638.32
5953	1571716409.09	3638.96
5954	1571716410.09	3639.56
5955	1571716411.09	3640.16
5956	1571716412.09	3640.76
5957	1571716413.09	3641.36
5958	1571716414.09	3642.00
5959	1571716415.09	3642.60
5960	1571716416.09	3643.20
5961	1571716417.09	3643.80
5962	1571716418.09	3644.40
5963	1571716419.09	3645.00
5964	1571716420.09	3645.60
5965	1571716421.09	3646.24
5966	1571716422.09	3646.84
5967	1571716423.09	3647.44
5968	1571716424.09	3648.04
5969	1571716425.09	3648.64
5970	1571716426.09	3649.28
5971	1571716427.09	3649.88
5972	1571716428.09	3650.48
5973	1571716429.09	3651.12
5974	1571716430.09	3651.72
5975	1571716431.09	3652.32
5976	1571716432.09	3652.92
5977	1571716433.09	3653.52
5978	1571716434.09	3654.12
5979	1571716435.09	3654.72
5980	1571716436.09	3655.32
5981	1571716437.09	3655.92
5982	1571716438.09	3656.56
5983	1571716439.09	3657.16
5984	1571716440.09	3657.76
5985	1571716441.09	3658.36
5986	1571716442.09	3658.96
5987	1571716443.09	3659.56
5988	1571716444.09	3660.16
5989	1571716445.09	3660.80
5990	1571716446.09	3661.40
5991	1571716447.09	3662.00
5992	1571716448.09	3662.60
5993	1571716449.09	3663.20
5994	1571716450.09	3663.80
5995	1571716451.09	3664.44
5996	1571716452.09	3665.04
5997	1571716453.09	3665.64
5998	1571716454.09	3666.24
5999	1571716455.09	3666.84
6000	1571716456.09	3667.44
6001	1571716457.09	3668.08
6002	1571716458.09	3668.68
6003	1571716459.09	3669.28
6004	1571716460.09	3669.88
6005	1571716461.09	3670.48
6006	1571716462.09	3671.08
6007	1571716463.09	3671.72
6008	1571716464.09	3672.32
6009	1571716465.09	3672.92
6010	1571716466.09	3673.52
6011	1571716467.09	3674.12
6012	1571716468.09	3674.72
6013	1571716469.09	3675.32
6014	1571716470.09	3675.92
6015	1571716471.09	3676.52
6016	1571716472.09	3677.12
6017	1571716473.09	3677.76
6018	1571716474.09	3678.36
6019	1571716475.09	3678.96
6020	1571716476.09	3679.56
6021	1571716477.09	3680.16
6022	1571716478.09	3680.76
6023	1571716479.09	3681.36
6024	1571716480.09	3681.96
6025	1571716481.09	3682.56
6026	1571716482.09	3683.16
6027	1571716483.09	3683.76
6028	1571716484.09	3684.36
6029	1571716485.09	3684.96
6030	1571716486.09	3685.56
6031	1571716487.09	3686.20
6032	1571716488.09	3686.80
6033	1571716489.09	3687.40
6034	1571716490.09	3687.96
6035	1571716491.09	3688.56
6036	1571716492.09	3689.16
6037	1571716493.09	3689.76
6038	1571716494.09	3690.36
6039	1571716495.09	3690.96
6040	1571716496.09	3691.56
6041	1571716497.09	3692.16
6042	1571716498.09	3692.72
6043	1571716499.09	3693.32
6044	1571716500.09	3693.92
6045	1571716501.09	3694.52
6046	1571716502.09	3695.12
6047	1571716503.09	3695.72
6048	1571716504.09	3696.32
6049	1571716505.09	3696.92
6050	1571716506.09	3697.52
6051	1571716507.09	3698.12
6052	1571716508.09	3698.72
6053	1571716509.09	3699.32
6054	1571716510.09	3699.92
6055	1571716511.09	3700.52
6056	1571716512.09	3701.08
6057	1571716513.09	3701.68
6058	1571716514.09	3702.28
6059	1571716515.09	3702.88
6060	1571716516.09	3703.48
6061	1571716517.09	3704.08
6062	1571716518.09	3704.64
6063	1571716519.09	3705.24
6064	1571716520.09	3705.84
6065	1571716521.09	3706.44
6066	1571716522.09	3707.04
6067	1571716523.09	3707.64
6068	1571716524.09	3708.24
6069	1571716525.09	3708.84
6070	1571716526.09	3709.40
6071	1571716527.09	3710.00
6072	1571716528.09	3710.60
6073	1571716529.09	3711.20
6074	1571716530.09	3711.80
6075	1571716531.09	3712.40
6076	1571716532.09	3713.00
6077	1571716533.09	3713.60
6078	1571716534.09	3714.20
6079	1571716535.09	3714.80
6080	1571716536.09	3715.40
6081	1571716537.09	3716.00
6082	1571716538.09	3716.56
6083	1571716539.09	3717.16
6084	1571716540.09	3717.76
6085	1571716541.09	3718.36
6086	1571716542.09	3718.96
6087	1571716543.09	3719.56
6088	1571716544.09	3720.16
6089	1571716545.09	3720.76
6090	1571716546.09	3721.36
6091	1571716547.09	3721.92
6092	1571716548.09	3722.52
6093	1571716549.09	3723.12
6094	1571716550.09	3723.72
6095	1571716551.09	3724.32
6096	1571716552.09	3724.92
6097	1571716553.09	3725.52
6098	1571716554.09	3726.12
6099	1571716555.09	3726.72
6100	1571716556.09	3727.32
6101	1571716557.09	3727.92
6102	1571716558.09	3728.44
6103	1571716559.09	3729.00
6104	1571716560.09	3729.60
6105	1571716561.09	3730.20
6106	1571716562.09	3730.80
6107	1571716563.09	3731.44
6108	1571716564.09	3732.04
6109	1571716565.09	3732.64
6110	1571716566.09	3733.24
6111	1571716567.09	3733.84
6112	1571716568.09	3734.48
6113	1571716569.09	3735.08
6114	1571716570.09	3735.68
6115	1571716571.09	3736.32
6116	1571716572.09	3736.88
6117	1571716573.09	3737.48
6118	1571716574.09	3738.08
6119	1571716575.09	3738.72
6120	1571716576.09	3739.32
6121	1571716577.09	3739.92
6122	1571716578.09	3740.52
6123	1571716579.09	3741.16
6124	1571716580.09	3741.76
6125	1571716581.09	3742.36
6126	1571716582.09	3742.96
6127	1571716583.09	3743.60
6128	1571716584.09	3744.20
6129	1571716585.09	3744.84
6130	1571716586.09	3745.48
6131	1571716587.09	3746.08
6132	1571716588.09	3746.68
6133	1571716589.09	3747.28
6134	1571716590.09	3747.88
6135	1571716591.09	3748.48
6136	1571716592.09	3749.12
6137	1571716593.09	3749.72
6138	1571716594.09	3750.32
6139	1571716595.09	3750.92
6140	1571716596.09	3751.52
6141	1571716597.09	3752.12
6142	1571716598.09	3752.72
6143	1571716599.09	3753.32
6144	1571716600.09	3753.92
6145	1571716601.09	3754.52
6146	1571716602.09	3755.12
6147	1571716603.09	3755.72
6148	1571716604.09	3756.32
6149	1571716605.09	3756.92
6150	1571716606.09	3757.56
6151	1571716607.09	3758.16
6152	1571716608.09	3758.76
6153	1571716609.09	3759.36
6154	1571716610.09	3759.96
6155	1571716611.09	3760.60
6156	1571716612.09	3761.16
6157	1571716613.09	3761.80
6158	1571716614.09	3762.40
6159	1571716615.09	3763.00
6160	1571716616.09	3763.60
6161	1571716617.09	3764.20
6162	1571716618.09	3764.80
6163	1571716619.09	3765.40
6164	1571716620.09	3766.00
6165	1571716621.09	3766.60
6166	1571716622.09	3767.17
6167	1571716623.09	3767.74
6168	1571716624.09	3768.31
6169	1571716625.09	3768.88
6170	1571716626.09	3769.45
6171	1571716627.09	3770.02
6172	1571716628.09	3770.59
6173	1571716629.09	3771.16
6174	1571716630.09	3771.73
6175	1571716631.09	3772.30
6176	1571716632.09	3772.87
6177	1571716633.09	3773.44
6178	1571716634.09	3774.01
6179	1571716635.09	3774.58
6180	1571716636.09	3775.15
6181	1571716637.09	3775.72
6182	1571716638.09	3776.29
6183	1571716639.09	3776.86
6184	1571716640.09	3777.43
6185	1571716641.09	3778.00
6186	1571716642.09	3778.57
6187	1571716643.09	3779.14
6188	1571716644.09	3779.71
6189	1571716645.09	3780.28
6190	1571716646.09	3780.85
6191	1571716647.09	3781.42
6192	1571716648.09	3781.99
6193	1571716649.09	3782.56
6194	1571716650.09	3783.13
6195	1571716651.09	3783.70
6196	1571716652.09	3784.27
6197	1571716653.09	3784.84
6198	1571716654.09	3785.41
6199	1571716655.09	3785.98
6200	1571716656.09	3786.55
6201	1571716657.09	3787.12
6202	1571716658.09	3787.69
6203	1571716659.09	3788.26
6204	1571716660.09	3788.83
6205	1571716661.09	3789.40
6206	1571716662.09	3789.97
6207	1571716663.09	3790.54
6208	1571716664.09	3791.11
6209	1571716665.09	3791.68
6210	1571716666.09	3792.25
6211	1571716667.09	3792.82
6212	1571716668.09	3793.39
6213	1571716669.09	3793.96
6214	1571716670.09	3794.53
6215	1571716671.09	3795.10
6216	1571716672.09	3795.67
6217	1571716673.09	3796.24
6218	1571716674.09	3796.81
6219	1571716675.09	3797.38
6220	1571716676.09	3797.95
6221	1571716677.09	3798.52
6222	1571716678.09	3799.09
6223	1571716679.09	3800.93
6224	1571716680.09	3801.45
6225	1571716681.09	3802.05
6226	1571716682.09	3802.65
6227	1571716683.09	3803.29
6228	1571716684.09	3803.89
6229	1571716685.09	3804.49
6230	1571716686.09	3805.09
6231	1571716687.09	3805.69
6232	1571716688.09	3806.25
6233	1571716689.09	3806.85
6234	1571716690.09	3807.45
6235	1571716691.09	3808.01
6236	1571716692.09	3808.61
6237	1571716693.09	3809.21
6238	1571716694.09	3809.81
6239	1571716695.09	3810.41
6240	1571716696.09	3811.01
6241	1571716697.09	3811.61
6242	1571716698.09	3812.21
6243	1571716699.09	3812.85
6244	1571716700.09	3813.37
6245	1571716701.09	3813.97
6246	1571716702.09	3814.57
6247	1571716703.09	3815.17
6248	1571716704.09	3815.77
6249	1571716705.09	3816.37
6250	1571716706.09	3817.01
6251	1571716707.09	3817.61
6252	1571716708.09	3818.21
6253	1571716709.09	3818.85
6254	1571716710.09	3819.45
6255	1571716711.09	3820.09
6256	1571716712.09	3820.69
6257	1571716713.09	3821.29
6258	1571716714.09	3821.93
6259	1571716715.09	3822.53
6260	1571716716.09	3823.17
6261	1571716717.09	3823.77
6262	1571716718.09	3824.37
6263	1571716719.09	3825.01
6264	1571716720.09	3825.61
6265	1571716721.09	3826.25
6266	1571716722.09	3826.85
6267	1571716723.09	3827.45
6268	1571716724.09	3828.09
6269	1571716725.09	3828.73
6270	1571716726.09	3829.33
6271	1571716727.09	3829.97
6272	1571716728.09	3830.57
6273	1571716729.09	3831.21
6274	1571716730.09	3831.85
6275	1571716731.09	3832.45
6276	1571716732.09	3833.05
6277	1571716733.09	3833.69
6278	1571716734.09	3834.33
6279	1571716735.09	3834.93
6280	1571716736.09	3835.57
6281	1571716737.09	3836.17
6282	1571716738.09	3836.81
6283	1571716739.09	3837.41
6284	1571716740.09	3838.05
6285	1571716741.09	3838.65
6286	1571716742.09	3839.29
6287	1571716743.09	3839.89
6288	1571716744.09	3840.53
6289	1571716745.09	3841.13
6290	1571716746.09	3841.77
6291	1571716747.09	3842.41
6292	1571716748.09	3843.01
6293	1571716749.09	3843.65
6294	1571716750.09	3844.25
6295	1571716751.09	3844.89
6296	1571716752.09	3845.53
6297	1571716753.09	3846.17
6298	1571716754.09	3846.77
6299	1571716755.09	3847.41
6300	1571716756.09	3848.05
6301	1571716757.09	3848.65
6302	1571716758.09	3849.29
6303	1571716759.09	3849.93
6304	1571716760.09	3850.53
6305	1571716761.09	3851.17
6306	1571716762.09	3851.81
6307	1571716763.09	3852.41
6308	1571716764.09	3853.05
6309	1571716765.09	3853.69
6310	1571716766.09	3854.29
6311	1571716767.09	3854.93
6312	1571716768.09	3855.53
6313	1571716769.09	3856.17
6314	1571716770.09	3856.77
6315	1571716771.09	3857.37
6316	1571716772.09	3858.01
6317	1571716773.09	3858.61
6318	1571716774.09	3859.21
6319	1571716775.09	3859.85
6320	1571716776.09	3860.49
6321	1571716777.09	3861.09
6322	1571716778.09	3861.69
6323	1571716779.09	3862.33
6324	1571716780.09	3862.93
6325	1571716781.09	3863.53
6326	1571716782.09	3864.17
6327	1571716783.09	3864.77
6328	1571716784.09	3865.41
6329	1571716785.09	3866.01
6330	1571716786.09	3866.65
6331	1571716787.09	3867.25
6332	1571716788.09	3867.85
6333	1571716789.09	3868.49
6334	1571716790.09	3869.09
6335	1571716791.09	3869.73
6336	1571716792.09	3870.33
6337	1571716793.09	3870.97
6338	1571716794.09	3871.57
6339	1571716795.09	3872.21
6340	1571716796.09	3872.81
6341	1571716797.09	3873.45
6342	1571716798.09	3874.05
6343	1571716799.09	3874.69
6344	1571716800.09	3875.29
6345	1571716801.09	3875.89
6346	1571716802.09	3876.53
6347	1571716803.09	3877.13
6348	1571716804.09	3877.77
6349	1571716805.09	3878.37
6350	1571716806.09	3878.97
6351	1571716807.09	3879.61
6352	1571716808.09	3880.21
6353	1571716809.09	3880.73
6354	1571716810.09	3881.25
6355	1571716811.09	3881.89
6356	1571716812.09	3882.53
6357	1571716813.09	3883.13
6358	1571716814.09	3883.73
6359	1571716815.09	3884.33
6360	1571716816.09	3884.89
6361	1571716817.09	3885.49
6362	1571716818.09	3886.09
6363	1571716819.09	3886.73
6364	1571716820.09	3887.37
6365	1571716821.09	3887.97
6366	1571716822.09	3888.61
6367	1571716823.09	3889.25
6368	1571716824.09	3889.89
6369	1571716825.09	3890.53
6370	1571716826.09	3891.13
6371	1571716827.09	3891.77
6372	1571716828.09	3892.37
6373	1571716829.09	3893.01
6374	1571716830.09	3893.61
6375	1571716831.09	3894.21
6376	1571716832.09	3894.85
6377	1571716833.09	3895.49
6378	1571716834.09	3896.09
6379	1571716835.09	3896.73
6380	1571716836.09	3897.33
6381	1571716837.09	3897.97
6382	1571716838.09	3898.61
6383	1571716839.09	3899.21
6384	1571716840.09	3899.85
6385	1571716841.09	3900.45
6386	1571716842.09	3901.05
6387	1571716843.09	3901.65
6388	1571716844.09	3902.29
6389	1571716845.09	3902.93
6390	1571716846.09	3903.57
6391	1571716847.09	3904.25
6392	1571716848.09	3904.89
6393	1571716849.09	3905.53
6394	1571716850.09	3906.17
6395	1571716851.09	3906.97
6396	1571716852.09	3907.73
6397	1571716853.09	3908.45
6398	1571716854.09	3909.13
6399	1571716855.09	3909.77
6400	1571716856.09	3910.49
6401	1571716857.09	3911.29
6402	1571716858.09	3912.01
6403	1571716859.09	3912.73
6404	1571716860.09	3913.41
6405	1571716861.09	3914.09
6406	1571716862.09	3914.73
6407	1571716863.09	3915.41
6408	1571716864.09	3916.05
6409	1571716865.09	3916.73
6410	1571716866.09	3917.37
6411	1571716867.09	3918.01
6412	1571716868.09	3918.69
6413	1571716869.09	3919.33
6414	1571716870.09	3919.97
6415	1571716871.09	3920.61
6416	1571716872.09	3921.25
6417	1571716873.09	3921.89
6418	1571716874.09	3922.53
6419	1571716875.09	3923.17
6420	1571716876.09	3923.81
6421	1571716877.09	3924.41
6422	1571716878.09	3925.05
6423	1571716879.09	3925.69
6424	1571716880.09	3926.33
6425	1571716881.09	3926.97
6426	1571716882.09	3927.57
6427	1571716883.09	3928.21
6428	1571716884.09	3928.85
6429	1571716885.09	3929.45
6430	1571716886.09	3930.09
6431	1571716887.09	3930.69
6432	1571716888.09	3931.33
6433	1571716889.09	3931.97
6434	1571716890.09	3932.57
6435	1571716891.09	3933.21
6436	1571716892.09	3933.81
6437	1571716893.09	3934.45
6438	1571716894.09	3935.05
6439	1571716895.09	3935.69
6440	1571716896.09	3936.33
6441	1571716897.09	3936.97
6442	1571716898.09	3937.57
6443	1571716899.09	3938.21
6444	1571716900.09	3938.81
6445	1571716901.09	3939.45
6446	1571716902.09	3940.05
6447	1571716903.09	3940.69
6448	1571716904.09	3941.29
6449	1571716905.09	3941.93
6450	1571716906.09	3942.57
6451	1571716907.09	3943.17
6452	1571716908.09	3943.81
6453	1571716909.09	3944.45
6454	1571716910.09	3945.05
6455	1571716911.09	3945.69
6456	1571716912.09	3946.29
6457	1571716913.09	3946.93
6458	1571716914.09	3947.57
6459	1571716915.09	3948.17
6460	1571716916.09	3948.81
6461	1571716917.09	3949.45
6462	1571716918.09	3950.05
6463	1571716919.09	3950.69
6464	1571716920.09	3951.33
6465	1571716921.09	3951.93
6466	1571716922.09	3952.57
6467	1571716923.09	3953.17
6468	1571716924.09	3953.81
6469	1571716925.09	3954.45
6470	1571716926.09	3955.05
6471	1571716927.09	3955.69
6472	1571716928.09	3956.29
6473	1571716929.09	3956.93
6474	1571716930.09	3957.57
6475	1571716931.09	3958.17
6476	1571716932.09	3958.81
6477	1571716933.09	3959.45
6478	1571716934.09	3960.05
6479	1571716935.09	3960.69
6480	1571716936.09	3961.33
6481	1571716937.09	3961.93
6482	1571716938.09	3962.57
6483	1571716939.09	3963.17
6484	1571716940.09	3963.81
6485	1571716941.09	3964.45
6486	1571716942.09	3965.05
6487	1571716943.09	3965.69
6488	1571716944.09	3966.29
6489	1571716945.09	3966.93
6490	1571716946.09	3967.57
6491	1571716947.09	3968.17
6492	1571716948.09	3968.81
6493	1571716949.09	3969.41
6494	1571716950.09	3970.05
6495	1571716951.09	3970.65
6496	1571716952.09	3971.29
6497	1571716953.09	3971.89
6498	1571716954.09	3972.53
6499	1571716955.09	3973.13
6500	1571716956.09	3973.77
6501	1571716957.09	3974.41
6502	1571716958.09	3975.01
6503	1571716959.09	3975.65
6504	1571716960.09	3976.25
6505	1571716961.09	3976.89
6506	1571716962.09	3977.49
6507	1571716963.09	3978.13
6508	1571716964.09	3978.73
6509	1571716965.09	3979.37
6510	1571716966.09	3980.01
6511	1571716967.09	3980.61
6512	1571716968.09	3981.25
6513	1571716969.09	3981.89
6514	1571716970.09	3982.49
6515	1571716971.09	3983.13
6516	1571716972.09	3983.73
6517	1571716973.09	3984.37
6518	1571716974.09	3985.01
6519	1571716975.09	3985.61
6520	1571716976.09	3986.25
6521	1571716977.09	3986.85
6522	1571716978.09	3987.49
6523	1571716979.09	3988.09
6524	1571716980.09	3988.73
6525	1571716981.09	3989.37
6526	1571716982.09	3989.97
6527	1571716983.09	3990.61
6528	1571716984.09	3991.25
6529	1571716985.09	3991.89
6530	1571716986.09	3992.49
6531	1571716987.09	3993.13
6532	1571716988.09	3993.77
6533	1571716989.09	3994.37
6534	1571716990.09	3995.01
6535	1571716991.09	3995.65
6536	1571716992.09	3996.25
6537	1571716993.09	3996.89
6538	1571716994.09	3997.53
6539	1571716995.09	3998.13
6540	1571716996.09	3998.77
6541	1571716997.09	3999.41
6542	1571716998.09	4000.01
6543	1571716999.09	4000.65
6544	1571717000.09	4001.25
6545	1571717001.09	4001.89
6546	1571717002.09	4002.53
6547	1571717003.09	4003.13
6548	1571717004.09	4003.77
6549	1571717005.09	4004.41
6550	1571717006.09	4005.01
6551	1571717007.09	4005.65
6552	1571717008.09	4006.29
6553	1571717009.09	4006.89
6554	1571717010.09	4007.53
6555	1571717011.09	4008.17
6556	1571717012.09	4008.77
6557	1571717013.09	4009.41
6558	1571717014.09	4010.05
6559	1571717015.09	4010.65
6560	1571717016.09	4011.29
6561	1571717017.09	4011.93
6562	1571717018.09	4012.53
6563	1571717019.09	4013.17
6564	1571717020.09	4013.81
6565	1571717021.09	4014.41
6566	1571717022.09	4015.05
6567	1571717023.09	4015.69
6568	1571717024.09	4016.29
6569	1571717025.09	4016.93
6570	1571717026.09	4017.57
6571	1571717027.09	4018.17
6572	1571717028.09	4018.81
6573	1571717029.09	4019.45
6574	1571717030.09	4020.05
6575	1571717031.09	4020.69
6576	1571717032.09	4021.33
6577	1571717033.09	4021.93
6578	1571717034.09	4022.57
6579	1571717035.09	4023.17
6580	1571717036.09	4023.81
6581	1571717037.09	4024.45
6582	1571717038.09	4025.09
6583	1571717039.09	4025.69
6584	1571717040.09	4026.33
6585	1571717041.09	4026.97
6586	1571717042.09	4027.61
6587	1571717043.09	4028.21
6588	1571717044.09	4028.85
6589	1571717045.09	4029.49
6590	1571717046.09	4030.09
6591	1571717047.09	4030.73
6592	1571717048.09	4031.37
6593	1571717049.09	4031.97
6594	1571717050.09	4032.61
6595	1571717051.09	4033.25
6596	1571717052.09	4033.85
6597	1571717053.09	4034.49
6598	1571717054.09	4035.09
6599	1571717055.09	4035.73
6600	1571717056.09	4036.37
6601	1571717057.09	4036.97
6602	1571717058.09	4037.61
6603	1571717059.09	4038.25
6604	1571717060.09	4038.85
6605	1571717061.09	4039.49
6606	1571717062.09	4040.13
6607	1571717063.09	4040.73
6608	1571717064.09	4041.37
6609	1571717065.09	4042.01
6610	1571717066.09	4042.61
6611	1571717067.09	4043.25
6612	1571717068.09	4043.85
6613	1571717069.09	4044.49
6614	1571717070.09	4045.09
6615	1571717071.09	4045.73
6616	1571717072.09	4046.37
6617	1571717073.09	4047.01
6618	1571717074.09	4047.65
6619	1571717075.09	4048.25
6620	1571717076.09	4048.89
6621	1571717077.09	4049.53
6622	1571717078.09	4050.13
6623	1571717079.09	4050.77
6624	1571717080.09	4051.41
6625	1571717081.09	4052.01
6626	1571717082.09	4052.65
6627	1571717083.09	4053.29
6628	1571717084.09	4053.89
6629	1571717085.09	4054.53
6630	1571717086.09	4055.13
6631	1571717087.09	4055.77
6632	1571717088.09	4056.41
6633	1571717089.09	4057.01
6634	1571717090.09	4057.65
6635	1571717091.09	4058.25
6636	1571717092.09	4058.89
6637	1571717093.09	4059.49
6638	1571717094.09	4060.13
6639	1571717095.09	4060.77
6640	1571717096.09	4061.37
6641	1571717097.09	4062.01
6642	1571717098.09	4062.61
6643	1571717099.09	4063.25
6644	1571717100.09	4063.85
6645	1571717101.09	4064.49
6646	1571717102.09	4065.09
6647	1571717103.09	4065.73
6648	1571717104.09	4066.33
6649	1571717105.09	4066.97
6650	1571717106.09	4067.57
6651	1571717107.09	4068.21
6652	1571717108.09	4068.81
6653	1571717109.09	4069.45
6654	1571717110.09	4070.05
6655	1571717111.09	4070.65
6656	1571717112.09	4071.29
6657	1571717113.09	4071.89
6658	1571717114.09	4072.53
6659	1571717115.09	4073.13
6660	1571717116.09	4073.77
6661	1571717117.09	4074.37
6662	1571717118.09	4075.01
6663	1571717119.09	4075.65
6664	1571717120.09	4076.25
6665	1571717121.09	4076.85
6666	1571717122.09	4077.49
6667	1571717123.09	4078.09
6668	1571717124.09	4078.73
6669	1571717125.09	4079.33
6670	1571717126.09	4079.93
6671	1571717127.09	4080.57
6672	1571717128.09	4081.17
6673	1571717129.09	4081.77
6674	1571717130.09	4082.41
6675	1571717131.09	4083.01
6676	1571717132.09	4083.61
6677	1571717133.09	4084.21
6678	1571717134.09	4084.81
6679	1571717135.09	4085.45
6680	1571717136.09	4086.05
6681	1571717137.09	4086.65
6682	1571717138.09	4087.25
6683	1571717139.09	4087.89
6684	1571717140.09	4088.49
6685	1571717141.09	4089.09
6686	1571717142.09	4089.69
6687	1571717143.09	4090.33
6688	1571717144.09	4090.93
6689	1571717145.09	4091.53
6690	1571717146.09	4092.13
6691	1571717147.09	4092.73
6692	1571717148.09	4093.37
6693	1571717149.09	4093.97
6694	1571717150.09	4094.57
6695	1571717151.09	4095.17
6696	1571717152.09	4095.77
6697	1571717153.09	4096.41
6698	1571717154.09	4097.01
6699	1571717155.09	4097.65
6700	1571717156.09	4098.25
6701	1571717157.09	4098.93
6702	1571717158.09	4099.57
6703	1571717159.09	4100.17
6704	1571717160.09	4100.81
6705	1571717161.09	4101.45
6706	1571717162.09	4102.13
6707	1571717163.09	4102.77
6708	1571717164.09	4103.45
6709	1571717165.09	4104.09
6710	1571717166.09	4104.73
6711	1571717167.09	4105.37
6712	1571717168.09	4106.01
6713	1571717169.09	4106.65
6714	1571717170.09	4107.29
6715	1571717171.09	4107.93
6716	1571717172.09	4108.57
6717	1571717173.09	4109.21
6718	1571717174.09	4109.85
6719	1571717175.09	4110.49
6720	1571717176.09	4111.13
6721	1571717177.09	4111.77
6722	1571717178.09	4112.41
6723	1571717179.09	4113.05
6724	1571717180.09	4113.65
6725	1571717181.09	4114.33
6726	1571717182.09	4114.97
6727	1571717183.09	4115.61
6728	1571717184.09	4116.25
6729	1571717185.09	4116.89
6730	1571717186.09	4117.53
6731	1571717187.09	4118.17
6732	1571717188.09	4118.81
6733	1571717189.09	4119.45
6734	1571717190.09	4120.09
6735	1571717191.09	4120.77
6736	1571717192.09	4121.41
6737	1571717193.09	4122.05
6738	1571717194.09	4122.69
6739	1571717195.09	4123.33
6740	1571717196.09	4123.97
6741	1571717197.09	4124.65
6742	1571717198.09	4125.29
6743	1571717199.09	4125.93
6744	1571717200.09	4126.57
6745	1571717201.09	4127.21
6746	1571717202.09	4127.85
6747	1571717203.09	4128.49
6748	1571717204.09	4129.13
6749	1571717205.09	4129.73
6750	1571717206.09	4130.37
6751	1571717207.09	4131.01
6752	1571717208.09	4131.65
6753	1571717209.09	4132.29
6754	1571717210.09	4132.93
6755	1571717211.09	4133.57
6756	1571717212.09	4134.21
6757	1571717213.09	4134.85
6758	1571717214.09	4135.49
6759	1571717215.09	4136.13
6760	1571717216.09	4136.77
6761	1571717217.09	4137.41
6762	1571717218.09	4138.05
6763	1571717219.09	4138.69
6764	1571717220.09	4139.29
6765	1571717221.09	4139.93
6766	1571717222.09	4140.57
6767	1571717223.09	4141.21
6768	1571717224.09	4141.85
6769	1571717225.09	4142.49
6770	1571717226.09	4143.13
6771	1571717227.09	4143.77
6772	1571717228.09	4144.41
6773	1571717229.09	4145.05
6774	1571717230.09	4145.65
6775	1571717231.09	4146.29
6776	1571717232.09	4146.93
6777	1571717233.09	4147.57
6778	1571717234.09	4148.21
6779	1571717235.09	4148.85
6780	1571717236.09	4149.45
6781	1571717237.09	4150.09
6782	1571717238.09	4150.73
6783	1571717239.09	4151.37
6784	1571717240.09	4152.01
6785	1571717241.09	4152.61
6786	1571717242.09	4153.25
6787	1571717243.09	4153.89
6788	1571717244.09	4154.53
6789	1571717245.09	4155.17
6790	1571717246.09	4155.81
6791	1571717247.09	4156.45
6792	1571717248.09	4157.05
6793	1571717249.09	4157.69
6794	1571717250.09	4158.33
6795	1571717251.09	4158.97
6796	1571717252.09	4159.61
6797	1571717253.09	4160.25
6798	1571717254.09	4160.89
6799	1571717255.09	4161.49
6800	1571717256.09	4162.13
